iter	RMSE
218	0.5773829166
219	0.5764073898
220	0.5749683789
221	0.5724511874
222	0.5713500681
223	0.5680837994
224	0.5648939532
225	0.564142525
226	0.5630867885
227	0.561235528
228	0.5594212936
229	0.5574304732
230	0.5559923263
231	0.5538715865
232	0.5519803061
233	0.5498254021
234	0.5483029579
235	0.5467161354
236	0.5447508856
237	0.5428759025
238	0.5413380303
239	0.5397685716
240	0.5383897977
241	0.5356187081
242	0.5341647256
243	0.5325394299
244	0.5310685876
245	0.5297368129
246	0.5281381503
247	0.5263505718
248	0.5253925832
249	0.524452222
250	0.5228178368
251	0.5206980146
252	0.5193155904
253	0.5172337274
254	0.5159138548
255	0.5150302637
256	0.513428059
257	0.5119405792
258	0.5106481848
259	0.5092595377
260	0.50765774
261	0.5066366353
262	0.5054335594
263	0.5034305244
264	0.5020766839
265	0.5003043396
266	0.4989002075
267	0.4977006763
268	0.4958377354
269	0.4951369844
270	0.4933634131
271	0.4918022489
272	0.4907347492
273	0.4897591521
274	0.488431868
275	0.4870390361
276	0.4861156994
277	0.4846923333
278	0.4833218435
279	0.4822976137
280	0.481355944
281	0.4801043728
282	0.4788888709
283	0.4777863434
284	0.4768388577
285	0.4751455979
286	0.4738552272
287	0.4726986328
288	0.4720418177
289	0.470000095
290	0.4689450371
291	0.4678996408
292	0.466428403
293	0.46492574
294	0.463706027
295	0.4624698524
296	0.4617548577
297	0.4605548361
298	0.459484196
299	0.4585099762
300	0.4576108657
301	0.4564413164
302	0.4557129177
303	0.4547843028
304	0.4536411858
305	0.4528412183
306	0.4519615008
307	0.4511895665
308	0.4499794112
309	0.4490741208
310	0.4485243634
311	0.4478662305
312	0.4471358759
313	0.4461869418
314	0.4451374544
315	0.4439794838
316	0.4429327184
317	0.4419276674
318	0.4408247571
319	0.4400870816
320	0.439315933
321	0.4385465535
322	0.4375723471
323	0.4366673845
324	0.4357934881
325	0.4351787554
326	0.4344156058
327	0.4334747188
328	0.4327001684
329	0.4317329059
330	0.430132322
331	0.4294545315
332	0.4285002259
333	0.4276493976
334	0.426886141
335	0.4264193082
336	0.4258169881
337	0.4248274752
338	0.4237222532
339	0.4223805046
340	0.4215343068
341	0.4205151413
342	0.4199700984
343	0.4192413047
344	0.4183735003
345	0.4178553327
346	0.4170669381
347	0.4162969772
348	0.4154674115
349	0.4147784861
350	0.4140424684
351	0.4134189759
352	0.412808012
353	0.4121528187
354	0.4111573678
355	0.4105221015
356	0.4101283954
357	0.4092560256
358	0.4083968496
359	0.4077548139
360	0.4074386756
361	0.4067659354
362	0.406075881
363	0.405678956
364	0.4051373948
365	0.40444117
366	0.4040445454
367	0.4035086099
368	0.4027925489
369	0.4021000735
370	0.4013711997
371	0.4005830318
372	0.3999294942
373	0.3991726955
374	0.3984992394
375	0.3980346547
376	0.3973499217
377	0.3965641064
378	0.3962420305
379	0.3956325594
380	0.3951010134
381	0.39450602
382	0.3939465985
383	0.393489701
384	0.3925737398
385	0.3919518073
386	0.3912274975
387	0.3907488358
388	0.3902497297
389	0.3899469254
390	0.3886521864
391	0.3880996404
392	0.3876616782
393	0.3870381893
394	0.3861373176
395	0.3854685537
396	0.384973569
397	0.3843460374
398	0.3835358206
399	0.3829188746
400	0.382220484
401	0.3819310044
402	0.3815604414
403	0.3810445343
404	0.3800822357
405	0.379695153
406	0.3788292742
407	0.3782648858
408	0.377682085
409	0.3772151032
410	0.3767478398
411	0.3760364558
412	0.3752486942
413	0.3741485651
414	0.3736421949
415	0.3729351145
416	0.3725274523
417	0.3720253056
418	0.3716821747
419	0.3709912745
420	0.3699804768
421	0.3695155728
422	0.3689757851
423	0.3685990523
424	0.368130176
425	0.3673051556
426	0.3667413798
427	0.3661170253
428	0.3656164474
429	0.3649385957
430	0.3643901715
431	0.3639487368
432	0.3632696648
433	0.3626126279
434	0.3623383447
435	0.3618650074
436	0.3614021705
437	0.3610225453
438	0.3607901213
439	0.3597168828
440	0.3593148093
441	0.3587822748
442	0.35857344
443	0.3582409903
444	0.3578358716
445	0.3572361918
446	0.3568517281
447	0.35636671
448	0.355941073
449	0.3554537675
450	0.3549555113
451	0.3540231536
452	0.3534100966
453	0.3529286195
454	0.3526217959
455	0.3520637694
456	0.351464786
457	0.3509613633
458	0.3506563677
459	0.350453105
460	0.3498488848
461	0.3494686053
462	0.3489721756
463	0.3485569816
464	0.3483638104
465	0.3478021971
466	0.3471100356
467	0.3466682109
468	0.3462567812
469	0.3455747153
470	0.3450799581
471	0.3445814036
472	0.3442136586
473	0.3438369261
474	0.3435255588
475	0.3430667021
476	0.3428193726
477	0.3423117052
478	0.3419674912
479	0.3414836964
480	0.3409878155
481	0.3406418158
482	0.3403742682
483	0.3393622881
484	0.3388096558
485	0.3382948104
486	0.3380720633
487	0.3374887989
488	0.3369451853
489	0.3367048109
490	0.3365377103
491	0.3361052368
492	0.3356092367
493	0.3351763152
494	0.334281208
495	0.3338130312
496	0.3333817394
497	0.3329604649
498	0.3321513159
499	0.331789175
500	0.3311757849
501	0.3308360981
502	0.3303802328
503	0.3294012413
504	0.3288583544
505	0.3284395949
506	0.3280777885
507	0.3277424079
508	0.3273786337
509	0.3269962528
510	0.3264341887
511	0.3261413578
512	0.325758131
513	0.3252369852
514	0.3250048321
515	0.3246516581
516	0.3241920123
517	0.3237123351
518	0.322911142
519	0.3222325565
520	0.3218805364
521	0.3214208201
522	0.3207782548
523	0.3203556284
524	0.3199142024
525	0.3197178303
526	0.3193166524
527	0.3187965129
528	0.3184480863
529	0.3179730715
530	0.3176553608
531	0.3171813451
532	0.3169299416
533	0.3165376641
534	0.3162310078
535	0.3159445424
536	0.3154612196
537	0.3148911458
538	0.3145761074
539	0.3142247633
540	0.313894087
541	0.3135538774
542	0.3129239227
543	0.3125821699
544	0.3121689278
545	0.3120028759
546	0.311431771
547	0.3109807609
548	0.3105417931
549	0.3101907308
550	0.3097055136
551	0.3092690089
552	0.3088341865
553	0.3081262694
554	0.3077673003
555	0.3074774189
556	0.3071305889
557	0.3067634753
558	0.3064753654
559	0.3059797832
560	0.305590673
561	0.3050550047
562	0.3047240848
563	0.3043988942
564	0.3037163411
565	0.3033035458
566	0.30304384
567	0.302616474
568	0.3022585051
569	0.3015850784
570	0.3013929362
571	0.3010788383
572	0.3008478068
573	0.3004884265
574	0.3001758527
575	0.2998793732
576	0.2996599917
577	0.2992895791
578	0.2989048876
579	0.298505992
580	0.2980779738
581	0.2977531801
582	0.2975156548
583	0.297252723
584	0.2969094237
585	0.2966198138
586	0.2960299831
587	0.2957583713
588	0.2953519317
589	0.2950785089
590	0.2946942098
591	0.2943255889
592	0.2938128398
593	0.2935674164
594	0.2933246697
595	0.2927565058
596	0.2925659794
597	0.2923730877
598	0.2917721455
599	0.2916290724
600	0.2912257015
601	0.2908329466
602	0.2904493652
603	0.290189423
604	0.2899184923
605	0.2893458644
606	0.2891267254
607	0.2887363009
608	0.2883766458
609	0.287862534
610	0.2875802002
611	0.2873161417
612	0.2867215579
613	0.2863716791
614	0.286152729
615	0.285842757
616	0.2856208788
617	0.2851686629
618	0.2850428217
619	0.284731908
620	0.2844645443
621	0.2841389493
622	0.2837425903
623	0.2834264528
624	0.2830290215
625	0.282695189
626	0.2823688791
627	0.2819045712
628	0.2815904015
629	0.2812422196
630	0.2810687804
631	0.2807196981
632	0.2804814862
633	0.2801672215
634	0.2797408922
635	0.2794145077
636	0.2792059676
637	0.2789053185
638	0.2786315853
639	0.2782592411
640	0.2779923424
641	0.2776373443
642	0.2773302364
643	0.2771609218
644	0.2768471017
645	0.2766577618
646	0.2763093838
647	0.2761292628
648	0.2757926151
649	0.2754778357
650	0.2750845252
651	0.2748094138
652	0.2744804348
653	0.2741674413
654	0.2737450913
655	0.2734226373
656	0.273153497
657	0.2729678347
658	0.272682028
659	0.2723789668
660	0.2721601431
661	0.2720157216
662	0.2717398988
663	0.271526279
664	0.2712516601
665	0.2710120204
666	0.2707514889
667	0.2706364183
668	0.270403965
669	0.2701564307
670	0.2698524041
671	0.2695371377
672	0.2692457289
673	0.2689527224
674	0.2687488395
675	0.2684956611
676	0.2682775361
677	0.2680292562
678	0.2677497486
679	0.2673893335
680	0.2671157113
681	0.2667740441
682	0.2665128536
683	0.2663716487
684	0.26623209
685	0.2660151949
686	0.2656861715
687	0.2654457984
688	0.2652731047
689	0.2649729958
690	0.2648458515
691	0.2646128505
692	0.2643466959
693	0.2640235783
694	0.263728541
695	0.263455193
696	0.2631867424
697	0.262904469
698	0.2626092505
699	0.2623475104
700	0.2619861005
701	0.261696536
702	0.2614286683
703	0.2611238413
704	0.2609979275
705	0.2606990941
706	0.2604313196
707	0.2602985527
708	0.2601106635
709	0.2597686826
710	0.2593130596
711	0.2590623369
712	0.2588495154
713	0.2585638368
714	0.2583766406
715	0.2580977394
716	0.2579147614
717	0.2576393382
718	0.2574225506
719	0.2570521897
720	0.2568202508
721	0.2565462283
722	0.256367191
723	0.2559978329
724	0.2556728472
725	0.2553291801
726	0.2549955484
727	0.2548334345
728	0.2546014241
729	0.2544115207
730	0.2542734829
731	0.2541371682
732	0.2538935157
733	0.25360964
734	0.2534280537
735	0.2532273591
736	0.2530881188
737	0.2528617065
738	0.2526543313
739	0.2524971782
740	0.2522591588
741	0.2520097201
742	0.2518336986
743	0.251584051
744	0.2513480696
745	0.2511423145
746	0.2507913355
747	0.2505878501
748	0.2503724007
749	0.2501402888
750	0.2499860238
751	0.2498638309
752	0.2496359843
753	0.2495327921
754	0.2492828026
755	0.2491964275
756	0.2488219574
757	0.2485012529
758	0.2482766957
759	0.2479719167
760	0.2477530614
761	0.2475273837
762	0.2473453241
763	0.2470908454
764	0.2468015858
765	0.2466531065
766	0.2465298485
767	0.2464151882
768	0.2462335316
769	0.2461261103
770	0.2458415939
771	0.2456491484
772	0.2453818675
773	0.2451528121
774	0.2450175883
775	0.2448058602
776	0.2446340835
777	0.2444676588
778	0.2441595331
779	0.2438344028
780	0.2436346396
781	0.2435412542
782	0.2433776688
783	0.2431642809
784	0.2429875802
785	0.2427731
786	0.2425859051
787	0.2422445186
788	0.2420933075
789	0.2419113858
790	0.2417294148
791	0.2415401509
792	0.2411996703
793	0.2409415126
794	0.2408397058
795	0.2405675396
796	0.2402047888
797	0.2400047642
798	0.2398132323
799	0.2396327866
800	0.2395513926
801	0.2394665323
802	0.2391977301
803	0.2391278402
804	0.2388450669
805	0.2386894195
806	0.2385723217
807	0.2382896418
808	0.23805983
809	0.2378903064
810	0.2377104955
811	0.2374577208
812	0.2372430675
813	0.2370949136
814	0.2369439551
815	0.2367709763
816	0.2366621689
817	0.2364821138
818	0.2363899222
819	0.2361841928
820	0.2359918366
821	0.2358431859
822	0.2357020862
823	0.2354994261
824	0.2353037062
825	0.2351153828
826	0.2348360796
827	0.2345249949
828	0.2344095433
829	0.2343144325
830	0.2340571072
831	0.2338687777
832	0.2337225544
833	0.2336271623
834	0.2334710045
835	0.2332864714
836	0.2331164118
837	0.232894335
838	0.2326260158
839	0.2324963011
840	0.2323524893
841	0.2322099307
842	0.2320809766
843	0.2319155928
844	0.231678882
845	0.231477555
846	0.2313372509
847	0.231180129
848	0.2309696627
849	0.2308065884
850	0.2307193217
851	0.2304704076
852	0.2302817
853	0.2300553442
854	0.2298891085
855	0.2296807917
856	0.2295400402
857	0.2293420156
858	0.2292627858
859	0.2291340828
860	0.2289925215
861	0.2286324595
862	0.2284713223
863	0.2283659415
864	0.2281971218
865	0.2280590684
866	0.2279666291
867	0.2277038479
868	0.2276091872
869	0.2273031034
870	0.2271314261
871	0.226982094
872	0.2267880935
873	0.2265724513
874	0.2264174312
875	0.2262580396
876	0.2259882508
877	0.2257571375
878	0.2255939648
879	0.2254374519
880	0.2252673614
881	0.2251813829
882	0.225085444
883	0.2249797008
884	0.2247934119
885	0.2246919588
886	0.2244413441
887	0.2242787324
888	0.2241801502
889	0.2238773635
890	0.2236630451
891	0.2235112056
892	0.223381412
893	0.2232324002
894	0.223122842
895	0.2228986587
896	0.2227563849
897	0.2225693182
898	0.2223909081
899	0.222199655
900	0.2220526688
901	0.2220071339
902	0.2218722379
903	0.2218110292
904	0.2216145604
905	0.2215145243
906	0.2214388458
907	0.2212342176
908	0.2210383989
909	0.2209015064
910	0.2207046973
911	0.2205200342
912	0.2203585974
913	0.2202049052
914	0.220001857
915	0.2198432951
916	0.2196164851
917	0.2195582202
918	0.219306352
919	0.2191981424
920	0.2189993966
921	0.2189326082
922	0.218739892
923	0.2185139198
924	0.2183401376
925	0.2182197832
926	0.2180233586
927	0.2178874016
928	0.217769182
929	0.2175199518
930	0.2173983881
931	0.2171882814
932	0.2170098747
933	0.2168450766
934	0.2167227406
935	0.2165298734
936	0.2164325519
937	0.2162693946
938	0.2160857837
939	0.2158491594
940	0.2156558945
941	0.2155910012
942	0.2153866115
943	0.215279358
944	0.2151353219
945	0.2149991753
946	0.214903612
947	0.2147574092
948	0.2146339394
949	0.2145064664
950	0.2142867936
951	0.2140515948
952	0.2139036037
953	0.213715246
954	0.213613458
955	0.2134716624
956	0.2133006036
957	0.213078134
958	0.212953544
959	0.2127696578
960	0.21260585
961	0.2123582077
962	0.2122483286
963	0.2121546003
964	0.212094648
965	0.2119005791
966	0.2118377743
967	0.2117716654
968	0.2115734561
969	0.2114735572
970	0.2112941639
971	0.2111833753
972	0.2110187632
973	0.2108486906
974	0.2105896334
975	0.2105061246
976	0.2103832537
977	0.2102668877
978	0.2100825508
979	0.2099357288
980	0.2098411539
981	0.2096967223
982	0.209596586
983	0.2094394417
984	0.2092841063
985	0.2090545537
986	0.2089173709
987	0.2087641047
988	0.2086110307
989	0.2084701436
990	0.2083749745
991	0.208213107
992	0.2080718268
993	0.2079710753
994	0.2077113674
995	0.2076300821
996	0.2075505396
997	0.2074643681
998	0.2074035673
999	0.2072488599
