iter	Passed	Remaining
332	1251	2507
333	1254	2502
334	1257	2495
335	1260	2490
336	1262	2484
337	1265	2479
338	1268	2474
339	1271	2468
340	1274	2462
341	1277	2457
342	1279	2451
343	1282	2445
344	1285	2440
345	1288	2434
346	1290	2429
347	1294	2424
348	1296	2418
349	1299	2412
350	1302	2407
351	1305	2402
352	1308	2397
353	1310	2391
354	1313	2385
355	1315	2380
356	1318	2374
357	1321	2369
358	1324	2364
359	1326	2358
360	1329	2353
361	1336	2355
362	1360	2386
363	1363	2382
364	1367	2379
365	1372	2376
366	1375	2371
367	1378	2366
368	1381	2362
369	1384	2357
370	1388	2354
371	1391	2349
372	1394	2344
373	1401	2345
374	1404	2340
375	1407	2336
376	1413	2336
377	1418	2333
378	1423	2331
379	1426	2327
380	1430	2324
381	1435	2321
382	1439	2318
383	1441	2313
384	1444	2308
385	1448	2304
386	1451	2299
387	1454	2294
388	1457	2288
389	1460	2284
390	1464	2280
391	1467	2275
392	1469	2269
393	1472	2264
394	1475	2259
395	1478	2254
396	1480	2248
397	1483	2243
398	1485	2238
399	1488	2233
400	1491	2228
401	1494	2222
402	1497	2218
403	1500	2213
404	1503	2208
405	1506	2203
406	1509	2199
407	1514	2196
408	1517	2192
409	1520	2188
410	1524	2184
411	1529	2182
412	1531	2177
413	1534	2172
414	1537	2167
415	1541	2163
416	1543	2158
417	1546	2153
418	1549	2148
419	1552	2143
420	1555	2138
421	1558	2134
422	1561	2129
423	1564	2125
424	1566	2119
425	1570	2115
426	1573	2110
427	1575	2106
428	1578	2100
429	1581	2096
430	1584	2092
431	1587	2087
432	1590	2083
433	1593	2077
434	1596	2073
435	1599	2069
436	1602	2064
437	1605	2060
438	1608	2056
439	1611	2051
440	1615	2047
441	1618	2043
442	1622	2039
443	1624	2034
444	1627	2030
445	1630	2025
446	1633	2021
447	1636	2016
448	1639	2012
449	1642	2007
450	1646	2004
451	1649	1999
452	1652	1995
453	1655	1990
454	1658	1986
455	1661	1982
456	1664	1978
457	1667	1973
458	1670	1968
459	1673	1964
460	1676	1959
461	1678	1954
462	1681	1950
463	1684	1945
464	1687	1941
465	1689	1936
466	1693	1932
467	1696	1927
468	1699	1923
469	1702	1919
470	1705	1915
471	1708	1910
472	1711	1906
473	1714	1902
474	1717	1898
475	1720	1893
476	1723	1889
477	1725	1884
478	1728	1880
479	1731	1875
480	1734	1871
481	1737	1867
482	1740	1862
483	1743	1858
484	1746	1854
485	1749	1849
486	1751	1845
487	1755	1841
488	1758	1837
489	1760	1832
490	1763	1828
491	1765	1823
492	1769	1819
493	1772	1815
494	1774	1810
495	1777	1806
496	1780	1802
497	1783	1797
498	1786	1793
499	1789	1789
500	1791	1784
501	1794	1780
502	1797	1776
503	1800	1771
504	1803	1767
505	1805	1762
506	1808	1758
507	1811	1754
508	1814	1749
509	1816	1745
510	1819	1741
511	1822	1736
512	1825	1733
513	1828	1728
514	1831	1724
515	1833	1719
516	1836	1715
517	1839	1711
518	1842	1707
519	1844	1702
520	1847	1698
521	1850	1694
522	1853	1690
523	1855	1685
524	1858	1681
525	1861	1677
526	1864	1673
527	1867	1669
528	1872	1667
529	1875	1663
530	1878	1658
531	1880	1654
532	1883	1650
533	1886	1646
534	1889	1642
535	1892	1638
536	1895	1634
537	1898	1630
538	1901	1626
539	1904	1622
540	1907	1618
541	1910	1614
542	1912	1609
543	1915	1605
544	1918	1601
545	1921	1597
546	1924	1593
547	1927	1590
548	1930	1586
549	1933	1582
550	1936	1577
551	1939	1573
552	1941	1569
553	1944	1565
554	1947	1561
555	1950	1557
556	1953	1553
557	1956	1549
558	1958	1545
559	1961	1541
560	1964	1537
561	1967	1533
562	1969	1528
563	1972	1524
564	1975	1520
565	1977	1516
566	1980	1512
567	1983	1508
568	1986	1504
569	1988	1500
570	1991	1495
571	1994	1492
572	1996	1488
573	2000	1484
574	2002	1480
575	2005	1476
576	2008	1472
577	2010	1468
578	2013	1464
579	2016	1460
580	2019	1456
581	2021	1451
582	2024	1448
583	2027	1444
584	2030	1440
585	2033	1436
586	2035	1432
587	2039	1428
588	2042	1424
589	2044	1421
590	2047	1417
591	2050	1413
592	2053	1409
593	2056	1405
594	2059	1401
595	2062	1398
596	2065	1394
597	2068	1390
598	2071	1386
599	2074	1382
600	2077	1379
601	2080	1375
602	2083	1371
603	2086	1367
604	2089	1364
605	2091	1360
606	2094	1356
607	2097	1352
608	2100	1348
609	2103	1344
610	2106	1340
611	2108	1337
612	2111	1333
613	2113	1328
614	2117	1325
615	2119	1321
616	2122	1317
617	2125	1313
618	2127	1309
619	2130	1305
620	2133	1301
621	2135	1298
622	2138	1294
623	2141	1290
624	2143	1286
625	2146	1282
626	2149	1278
627	2152	1274
628	2155	1271
629	2157	1267
630	2160	1263
631	2163	1259
632	2166	1255
633	2168	1252
634	2171	1248
635	2174	1244
636	2177	1241
637	2180	1237
638	2183	1233
639	2185	1229
640	2189	1226
641	2191	1222
642	2194	1218
643	2197	1214
644	2200	1211
645	2203	1207
646	2206	1203
647	2208	1199
648	2211	1195
649	2213	1192
650	2216	1188
651	2219	1184
652	2222	1180
653	2224	1177
654	2227	1173
655	2230	1169
656	2233	1166
657	2236	1162
658	2239	1158
659	2242	1155
660	2245	1151
661	2248	1147
662	2250	1144
663	2253	1140
664	2256	1136
665	2260	1133
666	2262	1129
667	2265	1125
668	2268	1122
669	2272	1119
670	2275	1115
671	2278	1111
672	2280	1108
673	2283	1104
674	2295	1105
675	2297	1101
676	2301	1097
677	2304	1094
678	2306	1090
679	2309	1086
680	2312	1083
681	2315	1079
682	2318	1075
683	2320	1072
684	2323	1068
685	2325	1064
686	2328	1061
687	2331	1057
688	2334	1053
689	2337	1050
690	2340	1046
691	2343	1042
692	2346	1039
693	2348	1035
694	2351	1032
695	2355	1028
696	2358	1025
697	2361	1021
698	2364	1018
699	2376	1018
700	2380	1015
701	2385	1012
702	2395	1012
703	2405	1011
704	2410	1008
705	2414	1005
706	2427	1005
707	2433	1003
708	2436	999
709	2439	996
710	2444	993
711	2447	990
712	2450	986
713	2454	983
714	2456	979
715	2461	976
716	2465	973
717	2469	969
718	2473	966
719	2476	963
720	2481	960
721	2485	956
722	2487	953
723	2490	949
724	2493	945
725	2496	942
726	2500	938
727	2502	935
728	2505	931
729	2507	927
730	2510	923
731	2514	920
732	2517	916
733	2519	913
734	2522	909
735	2525	906
736	2529	902
737	2532	899
738	2536	895
739	2539	892
740	2543	888
741	2545	885
742	2549	881
743	2552	878
744	2555	874
745	2558	871
746	2562	867
747	2565	864
748	2568	860
749	2570	856
750	2573	853
751	2577	849
752	2580	846
753	2583	842
754	2586	839
755	2589	835
756	2592	832
757	2594	828
758	2598	824
759	2601	821
760	2603	817
761	2606	814
762	2609	810
763	2612	806
764	2614	803
765	2617	799
766	2620	796
767	2623	792
768	2626	788
769	2629	785
770	2632	781
771	2635	778
772	2638	774
773	2642	771
774	2644	767
775	2647	764
776	2650	760
777	2653	757
778	2656	753
779	2658	749
780	2661	746
781	2664	742
782	2667	739
783	2671	735
784	2673	732
785	2677	728
786	2680	725
787	2683	722
788	2686	718
789	2689	714
790	2692	711
791	2695	707
792	2698	704
793	2700	700
794	2703	697
795	2706	693
796	2709	690
797	2712	686
798	2715	683
799	2717	679
800	2720	675
801	2724	672
802	2726	668
803	2729	665
804	2731	661
805	2735	658
806	2738	654
807	2741	651
808	2744	647
809	2747	644
810	2751	641
811	2754	637
812	2757	634
813	2759	630
814	2762	627
815	2765	623
816	2768	620
817	2771	616
818	2773	612
819	2776	609
820	2780	606
821	2782	602
822	2785	599
823	2788	595
824	2791	592
825	2794	588
826	2796	585
827	2799	581
828	2801	577
829	2805	574
830	2808	571
831	2811	567
832	2814	564
833	2817	560
834	2820	557
835	2823	553
836	2826	550
837	2829	546
838	2832	543
839	2835	540
840	2838	536
841	2841	533
842	2844	529
843	2847	526
844	2850	522
845	2853	519
846	2855	515
847	2859	512
848	2862	509
849	2864	505
850	2867	502
851	2871	498
852	2883	496
853	2886	493
854	2890	490
855	2893	486
856	2896	483
857	2899	479
858	2902	476
859	2905	472
860	2907	469
861	2910	466
862	2914	462
863	2917	459
864	2920	455
865	2923	452
866	2926	448
867	2929	445
868	2932	442
869	2935	438
870	2938	435
871	2941	431
872	2944	428
873	2947	424
874	2949	421
875	2952	417
876	2956	414
877	2959	411
878	2961	407
879	2964	404
880	2967	400
881	2971	397
882	2974	394
883	2977	390
884	2980	387
885	2983	383
886	2986	380
887	2989	377
888	2992	373
889	2995	370
890	2998	366
891	3001	363
892	3004	360
893	3007	356
894	3011	353
895	3013	349
896	3016	346
897	3019	342
898	3022	339
899	3025	336
900	3028	332
901	3031	329
902	3034	325
903	3037	322
904	3039	319
905	3042	315
906	3045	312
907	3048	308
908	3051	305
909	3055	302
910	3058	298
911	3062	295
912	3065	292
913	3068	288
914	3071	285
915	3074	281
916	3077	278
917	3080	275
918	3083	271
919	3087	268
920	3091	265
921	3094	261
922	3097	258
923	3100	255
924	3104	251
925	3107	248
926	3109	244
927	3113	241
928	3116	238
929	3118	234
930	3121	231
931	3124	227
932	3127	224
933	3130	221
934	3133	217
935	3135	214
936	3138	211
937	3141	207
938	3144	204
939	3146	200
940	3149	197
941	3152	194
942	3155	190
943	3158	187
944	3160	183
945	3163	180
946	3166	177
947	3169	173
948	3172	170
949	3174	167
950	3177	163
951	3180	160
952	3183	156
953	3186	153
954	3189	150
955	3191	146
956	3194	143
957	3198	140
958	3201	136
959	3203	133
960	3207	130
961	3210	126
962	3213	123
963	3216	120
964	3219	116
965	3222	113
966	3225	110
967	3228	106
968	3230	103
969	3233	100
970	3236	96
971	3239	93
972	3242	89
973	3244	86
974	3247	83
975	3249	79
976	3253	76
977	3256	73
978	3258	69
979	3262	66
980	3264	63
981	3268	59
982	3270	56
983	3273	53
984	3280	49
985	3285	46
986	3289	43
987	3293	39
988	3299	36
989	3303	33
990	3306	30
991	3312	26
992	3316	23
993	3319	20
994	3328	16
995	3333	13
996	3338	10
997	3342	6
998	3347	3
999	3350	0
