iter	RMSE
289	0.3977843922
290	0.3967345406
291	0.3955861174
292	0.394718456
293	0.3937605736
294	0.3931490066
295	0.3922413221
296	0.3917761334
297	0.3912102015
298	0.3907048647
299	0.3901622987
300	0.3897745434
301	0.3887236642
302	0.3878311509
303	0.386965956
304	0.3863612891
305	0.3854042389
306	0.3842430111
307	0.3838134392
308	0.3832047692
309	0.3825127317
310	0.3817128722
311	0.3810215931
312	0.3799719422
313	0.3795274291
314	0.3789919747
315	0.3785960971
316	0.3782257168
317	0.3779030563
318	0.3773265992
319	0.3765481155
320	0.3758871972
321	0.3748644449
322	0.3743536164
323	0.3734709626
324	0.372820884
325	0.3721154402
326	0.3712233893
327	0.3704589353
328	0.3700292797
329	0.3692651556
330	0.368383621
331	0.3677248786
332	0.3671729684
333	0.3666476826
334	0.3662788516
335	0.3654959987
336	0.3650002778
337	0.3644586198
338	0.3639538398
339	0.3632344834
340	0.3626895151
341	0.3620926455
342	0.3615705758
343	0.3612530857
344	0.3608640175
345	0.3600858591
346	0.3592999724
347	0.3587708153
348	0.3583737353
349	0.3578235798
350	0.3573114384
351	0.3568763062
352	0.3561823564
353	0.3553861158
354	0.3545715643
355	0.3541964239
356	0.353762989
357	0.3531978221
358	0.3526814698
359	0.3520740464
360	0.3517676253
361	0.3513380126
362	0.3506988043
363	0.3501612023
364	0.3498153253
365	0.3493140847
366	0.348936966
367	0.3484339926
368	0.3479441422
369	0.3474349055
370	0.3468784562
371	0.3464948683
372	0.3461130681
373	0.3457085208
374	0.3451567401
375	0.3446870311
376	0.3441464388
377	0.3437559451
378	0.3433833491
379	0.342975433
380	0.3426649181
381	0.3418721272
382	0.3413135405
383	0.3409317113
384	0.340522339
385	0.3400799338
386	0.3397203043
387	0.3392148781
388	0.3387792266
389	0.3384389368
390	0.3377005354
391	0.3370072335
392	0.3366491664
393	0.3362488594
394	0.3359300634
395	0.3356740097
396	0.3353961799
397	0.3349563584
398	0.3346726199
399	0.334120514
400	0.3334428151
401	0.3330515082
402	0.3327678284
403	0.3324596489
404	0.3318589021
405	0.3313500795
406	0.3307432449
407	0.3303716395
408	0.329848797
409	0.3295550201
410	0.3290593819
411	0.3287018692
412	0.3282151044
413	0.3278019817
414	0.3274055432
415	0.3269304574
416	0.3264336855
417	0.3260759686
418	0.3255870723
419	0.3252896987
420	0.3250280677
421	0.3246564998
422	0.3243182376
423	0.3240348286
424	0.3236924363
425	0.3233556958
426	0.3230976274
427	0.3227503614
428	0.3221929408
429	0.3217454927
430	0.32126278
431	0.3209936371
432	0.3207467444
433	0.3204320297
434	0.3200811371
435	0.3198810477
436	0.3196745727
437	0.3193030445
438	0.3190622797
439	0.3185473149
440	0.3179744857
441	0.3176854541
442	0.3174508163
443	0.3168913715
444	0.316535989
445	0.31618312
446	0.3160246434
447	0.3156337654
448	0.3151670228
449	0.3148941305
450	0.3145400682
451	0.3141354089
452	0.3138189688
453	0.3134859807
454	0.313047799
455	0.3128637142
456	0.3125232141
457	0.3123510005
458	0.3121228346
459	0.3116175782
460	0.3112719204
461	0.3108196328
462	0.3106722552
463	0.310387668
464	0.309926481
465	0.3095744839
466	0.3092796324
467	0.3088736538
468	0.3084783867
469	0.3081137336
470	0.3077980592
471	0.3073193565
472	0.3070267927
473	0.306815092
474	0.306479327
475	0.3062469733
476	0.3059234001
477	0.3057845499
478	0.3055001574
479	0.3051887377
480	0.3047707315
481	0.3045893558
482	0.3042648138
483	0.3039649001
484	0.3037512478
485	0.3034753541
486	0.3031165353
487	0.3029309804
488	0.3025240444
489	0.3020543937
490	0.3017605693
491	0.3014907145
492	0.3012005771
493	0.3007545683
494	0.3006100747
495	0.3003304458
496	0.3000277413
497	0.2997361847
498	0.2993366154
499	0.298992005
500	0.2985629195
501	0.2982926979
502	0.2980444725
503	0.2977050836
504	0.2974309129
505	0.2971318957
506	0.2968424243
507	0.2966473963
508	0.2965126863
509	0.2962325112
510	0.2959908996
511	0.2957265852
512	0.2954933477
513	0.2951281259
514	0.2947942026
515	0.2943600378
516	0.2941934032
517	0.2939502528
518	0.2937447343
519	0.293511086
520	0.2932556617
521	0.2930436702
522	0.2927898613
523	0.2924321633
524	0.291998458
525	0.291721525
526	0.2913157912
527	0.2909609675
528	0.2908338882
529	0.2905662153
530	0.2903126702
531	0.2900877331
532	0.2897793935
533	0.2893646062
534	0.2891180126
535	0.2887474468
536	0.2884187883
537	0.2883258473
538	0.2881182884
539	0.287864647
540	0.2875157907
541	0.2871937403
542	0.2870379428
543	0.2868163203
544	0.2865729328
545	0.2861675957
546	0.2859088861
547	0.2856316351
548	0.2852745334
549	0.2851015435
550	0.2848852542
551	0.284584158
552	0.2843650798
553	0.2841584404
554	0.2838194284
555	0.2835873139
556	0.2832435943
557	0.2830127298
558	0.2828711008
559	0.2826471759
560	0.2824099285
561	0.2819964249
562	0.2815626008
563	0.2813395102
564	0.2811441978
565	0.2809289393
566	0.2806055617
567	0.2804050297
568	0.2800679591
569	0.2798755835
570	0.2796484017
571	0.2792735167
572	0.2789718736
573	0.2787664346
574	0.2784863642
575	0.2783385068
576	0.2781500438
577	0.2779409326
578	0.2776578728
579	0.2774901714
580	0.277163758
581	0.2768830222
582	0.2766864012
583	0.2763007156
584	0.2760231966
585	0.2758528353
586	0.2756680747
587	0.2754240643
588	0.2752248997
589	0.2750186639
590	0.2747627341
591	0.2744601877
592	0.2741868171
593	0.2740494325
594	0.2738040548
595	0.2734345852
596	0.2731854347
597	0.2730062067
598	0.2728239052
599	0.2725286314
600	0.2723007159
601	0.271952624
602	0.2717364448
603	0.2714201646
604	0.2712116552
605	0.2710210071
606	0.270819223
607	0.2705776263
608	0.2703686818
609	0.2701665364
610	0.2698504494
611	0.2696371784
612	0.2694930817
613	0.2693592291
614	0.269172189
615	0.2689499913
616	0.2688280128
617	0.2686222471
618	0.2684526157
619	0.2682810211
620	0.2681310735
621	0.2679751732
622	0.2677546579
623	0.2674710707
624	0.2672083718
625	0.2670082807
626	0.2667876248
627	0.2666069225
628	0.2665031246
629	0.2663443754
630	0.2661960686
631	0.2660566832
632	0.2657249795
633	0.2655363727
634	0.2653210093
635	0.2652139358
636	0.2650386882
637	0.2648803873
638	0.2647475358
639	0.2644790781
640	0.2643445723
641	0.2642171888
642	0.2640786144
643	0.2637511462
644	0.2636208118
645	0.2634830234
646	0.263257945
647	0.2630219941
648	0.2628547676
649	0.2625634212
650	0.2624478677
651	0.2621352355
652	0.2619916973
653	0.2617232393
654	0.2614836443
655	0.2613741014
656	0.2612020292
657	0.2610304083
658	0.2608159993
659	0.2606539303
660	0.2603974958
661	0.2601308191
662	0.2600118703
663	0.2598566253
664	0.2597064057
665	0.259618065
666	0.2594254863
667	0.2592735827
668	0.2589852651
669	0.2587330959
670	0.2585559241
671	0.2583804673
672	0.2582452527
673	0.2580816591
674	0.257929592
675	0.2577732189
676	0.2575054333
677	0.2573969298
678	0.2571433972
679	0.2568527808
680	0.2566492543
681	0.2564396723
682	0.2563214624
683	0.2562015786
684	0.2560923219
685	0.2559874633
686	0.2558588323
687	0.2557164149
688	0.2556033011
689	0.2554250409
690	0.2552727918
691	0.2550780455
692	0.254894699
693	0.2546288131
694	0.2544097505
695	0.2543325147
696	0.254066746
697	0.2538605529
698	0.253617445
699	0.2534483925
700	0.2532577052
701	0.253092498
702	0.252945746
703	0.2527900006
704	0.2525866671
705	0.2523398525
706	0.2521062689
707	0.2518768021
708	0.2516220511
709	0.2515411883
710	0.2513768986
711	0.2512789812
712	0.2510239885
713	0.2508489017
714	0.2506585385
715	0.2504826252
716	0.2503264819
717	0.2500590527
718	0.2498076663
719	0.2496134607
720	0.2493455028
721	0.2491692444
722	0.249001292
723	0.2487256622
724	0.2484775523
725	0.2483164564
726	0.2480844407
727	0.2479642039
728	0.247858258
729	0.2477033891
730	0.2474489548
731	0.2472793257
732	0.2471755126
733	0.2470668317
734	0.2469335803
735	0.2468225036
736	0.2467052927
737	0.2464920764
738	0.2463271683
739	0.2462038525
740	0.2460457414
741	0.2459035936
742	0.2458002226
743	0.2455306297
744	0.2454076732
745	0.2451572302
746	0.2450524603
747	0.2448979629
748	0.2447967607
749	0.2446671734
750	0.2445370196
751	0.2443756088
752	0.2442720311
753	0.2441017006
754	0.24397899
755	0.2438719049
756	0.2436735906
757	0.2435422467
758	0.2433083115
759	0.2432216462
760	0.2430141406
761	0.24288753
762	0.2427754707
763	0.2426877774
764	0.2424980504
765	0.2423986475
766	0.2422974371
767	0.2421761118
768	0.2419715078
769	0.2418454887
770	0.2416253277
771	0.2414424548
772	0.2412721631
773	0.2411442334
774	0.2409367039
775	0.240778307
776	0.2406471455
777	0.2405028552
778	0.2403315841
779	0.2401654549
780	0.2400176169
781	0.2398992713
782	0.2397179694
783	0.2395149935
784	0.239439556
785	0.2393497687
786	0.239217538
787	0.2391110767
788	0.2388830449
789	0.2386924452
790	0.2384904049
791	0.2383851568
792	0.2382520509
793	0.2381465279
794	0.2380634405
795	0.2379602003
796	0.2377461027
797	0.2375150427
798	0.237427465
799	0.2373337291
800	0.2372106907
801	0.2370869504
802	0.2369075964
803	0.236766041
804	0.2366368145
805	0.2365590141
806	0.236389706
807	0.2362331822
808	0.2361213551
809	0.235969907
810	0.2357483632
811	0.2355709722
812	0.2353279394
813	0.235160033
814	0.2349414263
815	0.2347941549
816	0.2346967829
817	0.2345614928
818	0.2344414768
819	0.2342440593
820	0.2341451677
821	0.2339535716
822	0.2338579653
823	0.2336016768
824	0.2334398961
825	0.23334031
826	0.2332002583
827	0.2330440205
828	0.2329517611
829	0.2327632473
830	0.2326004838
831	0.232409132
832	0.2323224462
833	0.2321262624
834	0.2320618924
835	0.2319004604
836	0.2317706852
837	0.2316490345
838	0.2315254992
839	0.2313922831
840	0.2311871062
841	0.2309479881
842	0.2308235273
843	0.2306389428
844	0.2304897867
845	0.2303990235
846	0.23026794
847	0.2301816287
848	0.2300984893
849	0.2299374385
850	0.229847547
851	0.2297647513
852	0.2296762206
853	0.2295649156
854	0.2293617873
855	0.2291805246
856	0.2290005048
857	0.2288496417
858	0.2286797684
859	0.2285576943
860	0.2284036437
861	0.2282190258
862	0.2281217975
863	0.2279684108
864	0.2278915666
865	0.2277543643
866	0.2276669275
867	0.2275036516
868	0.2273544507
869	0.2272526284
870	0.2270962948
871	0.2269780208
872	0.2267503879
873	0.2265991772
874	0.2264656651
875	0.2263831664
876	0.2262655634
877	0.2261829279
878	0.2260933472
879	0.2259968872
880	0.2257778265
881	0.2256627475
882	0.22552083
883	0.2253563818
884	0.2252716279
885	0.225152874
886	0.2250402554
887	0.224861795
888	0.2246820934
889	0.2246102609
890	0.224448632
891	0.2243618224
892	0.2242327075
893	0.2241246811
894	0.2239933154
895	0.223877665
896	0.2237564293
897	0.2236058484
898	0.2234153358
899	0.2232644801
900	0.2231015073
901	0.2229759973
902	0.2228530701
903	0.2226384834
904	0.2225542043
905	0.2224536734
906	0.2223947673
907	0.2222969636
908	0.2221786928
909	0.2220810632
910	0.2219292024
911	0.2217722505
912	0.2216555498
913	0.2215360531
914	0.2214093024
915	0.2212698717
916	0.2211495201
917	0.2210044771
918	0.2209140722
919	0.2207208036
920	0.2205715067
921	0.2204131603
922	0.2202643031
923	0.2202101593
924	0.2200893803
925	0.2198469247
926	0.2197634016
927	0.2196160545
928	0.2195155053
929	0.2193035516
930	0.2191417711
931	0.2189395892
932	0.2188379364
933	0.218718325
934	0.2185982725
935	0.2184080245
936	0.2183049808
937	0.2181818006
938	0.2180932977
939	0.2179851261
940	0.2179199961
941	0.2177835538
942	0.2176027112
943	0.217532488
944	0.2174374698
945	0.2173470252
946	0.2171869524
947	0.2171091544
948	0.2170397632
949	0.2168394126
950	0.2167088314
951	0.216520093
952	0.2164572184
953	0.2163012286
954	0.2160768871
955	0.2159015596
956	0.2158141891
957	0.2156903902
958	0.2156127879
959	0.2155469361
960	0.2154762154
961	0.2153379456
962	0.2152284918
963	0.2150185201
964	0.2149424391
965	0.2147844397
966	0.2146136647
967	0.2145050147
968	0.2144213295
969	0.2142516012
970	0.21417829
971	0.2139687061
972	0.213842501
973	0.213696806
974	0.2136313859
975	0.2134944846
976	0.2133647264
977	0.2132419713
978	0.2131519075
979	0.2130299247
980	0.2128937235
981	0.2126892431
982	0.212597146
983	0.2125181197
984	0.212408008
985	0.2122858308
986	0.2122268759
987	0.2121394939
988	0.212032451
989	0.2119693966
990	0.2118016142
991	0.2116551621
992	0.2115971533
993	0.2114731335
994	0.2113965339
995	0.211328247
996	0.2112609792
997	0.2111336811
998	0.2110400857
999	0.2109310452
